,tconst,titleType,primaryTitle,originalTitle,startYear,runtimeMinutes,genres_x,primaryName,film_2,film_3,film_4,averageRating,original_language,overview,popularity,release_date,runtime,spoken_languages,production_companies_name,region,poster_ok,clean_overview
15529,tt0071571,movie,Gone in 60 Seconds,Gone in 60 Seconds,1974,98,"Action,Crime,Drama",Jerry Daugirda,tt0084184,tt0085408,Pas de film,6.3,en,"Insurance investigator Maindrian Pace and his team lead double-lives as unstoppable car thieves. When a South American drug lord pays Pace to steal 48 cars for him, all but one, a 1973 Ford Mustang, are in the bag. As Pace prepares to rip-off the fastback, codenamed ""Eleanor"", in Long Beach, he is unaware that his boss has tipped off the police after a business dispute.",9.582,1974-07-28,105.0,['en'],['Halicki Productions'],US,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%2Fid%2FOIP.RmTOmKj7CXV94QH65Et1vAHaHa%3Fpid%3DApi&f=1&ipt=aeb51eaa73fe1257b3706f09f7dad627fbade16f5469936c7346d411573f0d7f&ipo=images,insurance investigator maindrian pace and his team lead doublelives as unstoppable car thieves when a south american drug lord pays pace to steal  cars for him all but one a  ford mustang are in the bag as pace prepares to ripoff the fastback codenamed eleanor in long beach he is unaware that his boss has tipped off the police after a business dispute
15543,tt0071575,movie,The Dion Brothers,The Gravy Train,1974,94,"Action,Comedy,Crime",Francesca Hilton,tt0067699,tt0176234,tt0110910,6.7,en,"Two rural West Virginia brothers leave home, rob an armored car and become fugitives.",1.4,1974-06-16,94.0,['en'],['Tomorrow Entertainment'],US,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%2Fid%2FOIP.RmTOmKj7CXV94QH65Et1vAHaHa%3Fpid%3DApi&f=1&ipt=aeb51eaa73fe1257b3706f09f7dad627fbade16f5469936c7346d411573f0d7f&ipo=images,two rural west virginia brothers leave home rob an armored car and become fugitives
15545,tt0071577,movie,The Great Gatsby,The Great Gatsby,1974,144,"Drama,Romance",Louise Arters,Pas de film,Pas de film,Pas de film,6.4,en,"Nick Carraway, a young Midwesterner now living on Long Island, finds himself fascinated by the mysterious past and lavish lifestyle of his neighbor, the nouveau riche Jay Gatsby. He is drawn into Gatsby's circle, becoming a witness to obsession and tragedy.",16.072,1974-03-27,144.0,['en'],['Paramount'],US,https://media.themoviedb.org/t/p/w220_and_h330_face/zCjwyhfDTFgunVVzBoEFzafpjbV.jpg,nick carraway a young midwesterner now living on long island finds himself fascinated by the mysterious past and lavish lifestyle of his neighbor the nouveau riche jay gatsby he is drawn into gatsbys circle becoming a witness to obsession and tragedy
15563,tt0071583,movie,The Groove Tube,The Groove Tube,1974,75,Comedy,Ken Shapiro,tt0082763,tt6266238,tt31380899,5.7,en,"Chevy Chase makes his film debut in this riotous collection of live skits. Directed by Ken Shapiro and featuring Chase, Richard Belzer and others, The Groove Tube mocks TV Land and its trappings by spoofing kids' shows -- from a marijuana-smoking Koko the Clown who resides in Make Believe Land, to Safety Sam, the penis with a plan who gleefully informs the audience of the perils of casual sex.",1.731,1974-06-23,75.0,['en'],['Syn-Frank Enterprises'],FR,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%2Fid%2FOIP.RmTOmKj7CXV94QH65Et1vAHaHa%3Fpid%3DApi&f=1&ipt=aeb51eaa73fe1257b3706f09f7dad627fbade16f5469936c7346d411573f0d7f&ipo=images,chevy chase makes his film debut in this riotous collection of live skits directed by ken shapiro and featuring chase richard belzer and others the groove tube mocks tv land and its trappings by spoofing kids shows  from a marijuanasmoking koko the clown who resides in make believe land to safety sam the penis with a plan who gleefully informs the audience of the perils of casual sex
15578,tt0071625,movie,A Hard Day for Archie,Hot Times,1974,80,Comedy,Adrienne Mancia,Pas de film,Pas de film,Pas de film,4.6,en,Wild sex romp loosely based on Archie Comics characters,1.524,1974-12-06,80.0,['en'],['Extraordinary Films Ltd.'],CA,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%2Fid%2FOIP.RmTOmKj7CXV94QH65Et1vAHaHa%3Fpid%3DApi&f=1&ipt=aeb51eaa73fe1257b3706f09f7dad627fbade16f5469936c7346d411573f0d7f&ipo=images,wild sex romp loosely based on archie comics characters
15584,tt0071629,movie,The House on Skull Mountain,The House on Skull Mountain,1974,89,"Horror,Mystery",Leroy Johnson,tt0190895,tt0257296,tt6719950,4.7,en,"When the relatives of a recently deceased voodoo priestess gather at her sinister house on Skull Mountain for the reading of the will, they discover a killer in their midst who wants to keep them from collecting their inheritance.",1.88,1974-10-04,89.0,['en'],"['Chocolate Chip', 'Pinto', '20th Century Fox']",CA,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%2Fid%2FOIP.RmTOmKj7CXV94QH65Et1vAHaHa%3Fpid%3DApi&f=1&ipt=aeb51eaa73fe1257b3706f09f7dad627fbade16f5469936c7346d411573f0d7f&ipo=images,when the relatives of a recently deceased voodoo priestess gather at her sinister house on skull mountain for the reading of the will they discover a killer in their midst who wants to keep them from collecting their inheritance
15587,tt0071647,movie,Idaho Transfer,Idaho Transfer,1973,86,Sci-Fi,Loren Ewing,tt0073961,tt0064626,tt0062052,5.1,en,"During a time of waning global resources, a crew of young researchers travel into the future to escape an apocalypse before the shutdown of their time transfer project. They find that some type of disaster has de-populated the Idaho region and, by implication, the nation or perhaps the world.",1.953,1973-06-15,86.0,['en'],['Pando Company Inc.'],CA,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%2Fid%2FOIP.RmTOmKj7CXV94QH65Et1vAHaHa%3Fpid%3DApi&f=1&ipt=aeb51eaa73fe1257b3706f09f7dad627fbade16f5469936c7346d411573f0d7f&ipo=images,during a time of waning global resources a crew of young researchers travel into the future to escape an apocalypse before the shutdown of their time transfer project they find that some type of disaster has depopulated the idaho region and by implication the nation or perhaps the world
15591,tt0071648,movie,Il faut vivre dangereusement,Il faut vivre dangereusement,1975,105,Mystery,Claude Makovski,tt0064327,tt0057869,tt0078954,5.2,fr,"Richard is a private detective. He makes a good money from marital infidelity: the deceived husband and wife generously paid him for proof of their infidelity ""halves""...",0.675,1975-09-03,105.0,['fr'],"['Les Films de la Chouette', 'Office de Radiodiffusion Télévision Française']",GB,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%2Fid%2FOIP.RmTOmKj7CXV94QH65Et1vAHaHa%3Fpid%3DApi&f=1&ipt=aeb51eaa73fe1257b3706f09f7dad627fbade16f5469936c7346d411573f0d7f&ipo=images,richard is a private detective he makes a good money from marital infidelity the deceived husband and wife generously paid him for proof of their infidelity halves
15593,tt0071650,movie,Ilsa: She Wolf of the SS,Ilsa: She Wolf of the SS,1975,96,"Drama,Horror,Thriller",Dyanne Thorne,tt0074670,tt0078398,tt0067594,5.1,en,Ilsa is a warden at a Nazi death camp that conducts experiments on prisoners. Ilsa's goal is to prove that woman can withstand more pain and suffering than men and should be allowed to fight on the front lines.,10.529,1975-10-01,96.0,"['de', 'en']","['Aeteas Filmproduktions', 'Cinépix']",US,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%2Fid%2FOIP.RmTOmKj7CXV94QH65Et1vAHaHa%3Fpid%3DApi&f=1&ipt=aeb51eaa73fe1257b3706f09f7dad627fbade16f5469936c7346d411573f0d7f&ipo=images,ilsa is a warden at a nazi death camp that conducts experiments on prisoners ilsas goal is to prove that woman can withstand more pain and suffering than men and should be allowed to fight on the front lines
15601,tt0071671,movie,The Island at the Top of the World,The Island at the Top of the World,1974,93,"Adventure,Family,Fantasy",Lasse Kolstad,tt0073021,tt0491283,tt0217805,6.2,en,"A Victorian gentleman hopes to find his long-lost son, who vanished whilst searching for a mysterious Viking community in a volcanic valley somewhere in uncharted Arctic regions. The gentleman puts together an expedition team to go on the search, but when they reach their destination they must escape from some Viking descendants who will kill to keep their existence a secret.",5.02,1974-12-16,93.0,"['da', 'fr', 'en', 'is', 'it', 'no', 'sv']",['Walt Disney Productions'],CA,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%2Fid%2FOIP.RmTOmKj7CXV94QH65Et1vAHaHa%3Fpid%3DApi&f=1&ipt=aeb51eaa73fe1257b3706f09f7dad627fbade16f5469936c7346d411573f0d7f&ipo=images,a victorian gentleman hopes to find his longlost son who vanished whilst searching for a mysterious viking community in a volcanic valley somewhere in uncharted arctic regions the gentleman puts together an expedition team to go on the search but when they reach their destination they must escape from some viking descendants who will kill to keep their existence a secret
15606,tt0071675,movie,It's Alive,It's Alive,1974,91,"Horror,Sci-Fi",James Dixon,tt0093286,tt0077756,tt0125263,5.8,en,"Lenore Davis and her husband Frank are about to have their second child. As she gives birth, the newborn baby vanishes and leaves behind five dead bodies. It's up to the police and Frank to figure out where their mutated child has gone.",7.236,1974-04-26,91.0,['en'],"['Larco Productions', 'Warner Bros. Pictures']",US,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%2Fid%2FOIP.RmTOmKj7CXV94QH65Et1vAHaHa%3Fpid%3DApi&f=1&ipt=aeb51eaa73fe1257b3706f09f7dad627fbade16f5469936c7346d411573f0d7f&ipo=images,lenore davis and her husband frank are about to have their second child as she gives birth the newborn baby vanishes and leaves behind five dead bodies its up to the police and frank to figure out where their mutated child has gone
15612,tt0071706,movie,Juggernaut,Juggernaut,1974,109,"Action,Drama,Thriller",Caroline Mortimer,tt0075557,tt0297621,tt0066064,6.6,en,A terrorist demands a huge ransom in exchange for information on how to disarm the seven bombs he has planted aboard a trans-Atlantic cruise ship.,6.534,1974-09-25,109.0,['en'],"['David V. Picker Productions', 'Two Roads Productions']",US,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%2Fid%2FOIP.RmTOmKj7CXV94QH65Et1vAHaHa%3Fpid%3DApi&f=1&ipt=aeb51eaa73fe1257b3706f09f7dad627fbade16f5469936c7346d411573f0d7f&ipo=images,a terrorist demands a huge ransom in exchange for information on how to disarm the seven bombs he has planted aboard a transatlantic cruise ship
15626,tt0071722,movie,A Knife for the Ladies,A Knife for the Ladies,1974,86,"Drama,Horror,Mystery",Robert Shelton,tt0063306,tt0062194,tt0044259,4.6,en,"A mutilating knife-killer haunts the small Southwest-desert town of Mescal. Though most victims have been prostitutes, the first was none other than Travis Mescal, the only son of the town's first family. When the Sheriff proves unable to solve the case, the town leaders invite Investigator Burns to unravel the mystery.",1.395,1974-05-02,86.0,['en'],"['Spangler / Jolley Productions', 'Warner Bros. Pictures', 'Bryanston Distributing']",FR,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%2Fid%2FOIP.RmTOmKj7CXV94QH65Et1vAHaHa%3Fpid%3DApi&f=1&ipt=aeb51eaa73fe1257b3706f09f7dad627fbade16f5469936c7346d411573f0d7f&ipo=images,a mutilating knifekiller haunts the small southwestdesert town of mescal though most victims have been prostitutes the first was none other than travis mescal the only son of the towns first family when the sheriff proves unable to solve the case the town leaders invite investigator burns to unravel the mystery
15630,tt0071733,movie,"Lacombe, Lucien",Lacombe Lucien,1974,138,"Drama,War",Gilberte Rivet,tt0167597,tt0169427,tt0198451,7.6,fr,"In Louis Malle's lauded drama, Lucien Lacombe is a young man living in rural France during World War II who seeks to join the French Resistance. When he is rejected due to his youth, the resentful Lucien allies himself with the Nazis and joins the Gallic arm of their Gestapo. Lucien grows to enjoy the power that comes with his position, but his life is complicated when he falls for France Horn, a beautiful young Jewish woman.",6.163,1974-01-30,138.0,"['en', 'fr', 'de']","['Hallelujah-Film GmbH', 'Nouvelles Éditions de Films (NEF)', 'Vides Cinematografica']",GB,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%2Fid%2FOIP.RmTOmKj7CXV94QH65Et1vAHaHa%3Fpid%3DApi&f=1&ipt=aeb51eaa73fe1257b3706f09f7dad627fbade16f5469936c7346d411573f0d7f&ipo=images,in louis malles lauded drama lucien lacombe is a young man living in rural france during world war ii who seeks to join the french resistance when he is rejected due to his youth the resentful lucien allies himself with the nazis and joins the gallic arm of their gestapo lucien grows to enjoy the power that comes with his position but his life is complicated when he falls for france horn a beautiful young jewish woman
15634,tt0071737,movie,Lancelot of the Lake,Lancelot du Lac,1974,85,"Drama,Fantasy,Romance",Luc Simon,tt1386711,tt0456771,tt0382889,6.9,fr,"Having failed in their quest for the Holy Grail, the knights of the Round Table return to Camelot, their number reduced to a mere handful. Seeing a rift developing between Lancelot and Mordred, Arthur urges his knights to bury their differences and become friends. However, the king is unaware that Lancelot is having an affair with his queen, Guinevere. Lancelot is torn between his duty to his king and his love for the queen, whilst Mordred is determined to use his infidelity to destroy him.",4.95,1974-04-23,85.0,['fr'],"['Gerico Sound', 'Mara Films', 'Office de Radiodiffusion Télévision Française', 'Laser Productions']",CA,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%2Fid%2FOIP.RmTOmKj7CXV94QH65Et1vAHaHa%3Fpid%3DApi&f=1&ipt=aeb51eaa73fe1257b3706f09f7dad627fbade16f5469936c7346d411573f0d7f&ipo=images,having failed in their quest for the holy grail the knights of the round table return to camelot their number reduced to a mere handful seeing a rift developing between lancelot and mordred arthur urges his knights to bury their differences and become friends however the king is unaware that lancelot is having an affair with his queen guinevere lancelot is torn between his duty to his king and his love for the queen whilst mordred is determined to use his infidelity to destroy him
15639,tt0071746,movie,Lenny,Lenny,1974,111,"Biography,Drama",Julian Barry,tt0060009,tt0070605,tt0088007,7.5,en,"The story of acerbic 1960s comic Lenny Bruce, whose groundbreaking, no-holds-barred style and social commentary was often deemed by the establishment as too obscene for the public.",7.528,1974-11-10,111.0,['en'],['Marvin Worth Productions'],FR,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%2Fid%2FOIP.RmTOmKj7CXV94QH65Et1vAHaHa%3Fpid%3DApi&f=1&ipt=aeb51eaa73fe1257b3706f09f7dad627fbade16f5469936c7346d411573f0d7f&ipo=images,the story of acerbic s comic lenny bruce whose groundbreaking noholdsbarred style and social commentary was often deemed by the establishment as too obscene for the public
15647,tt0071756,movie,Lifespan,Lifespan,1975,85,"Drama,Mystery,Sci-Fi",Helen van Meurs,tt0070842,tt0091466,tt0051552,5.7,en,"Cult icon Klaus Kinski features in this dark and intriguing existential thriller. He plays the mysterious ""Swiss Man"" - ruthless industrialist Nicolas Ulrich - who is obsessed with a search for the elixir of life.  He tricks a young American scientist into joining him on his demonic quest. A quest that ends in suicide, death and madness.  The story takes place in the atmospheric European city of Amsterdam. Its winding alleys and ancient canals trap the characters in a labyrinthine maze as they find themselves manipulated like figures on a giant chess board.",1.645,1975-09-05,77.0,['en'],['Whitepal Productions'],GB,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%2Fid%2FOIP.RmTOmKj7CXV94QH65Et1vAHaHa%3Fpid%3DApi&f=1&ipt=aeb51eaa73fe1257b3706f09f7dad627fbade16f5469936c7346d411573f0d7f&ipo=images,cult icon klaus kinski features in this dark and intriguing existential thriller he plays the mysterious swiss man  ruthless industrialist nicolas ulrich  who is obsessed with a search for the elixir of life  he tricks a young american scientist into joining him on his demonic quest a quest that ends in suicide death and madness  the story takes place in the atmospheric european city of amsterdam its winding alleys and ancient canals trap the characters in a labyrinthine maze as they find themselves manipulated like figures on a giant chess board
15653,tt0071771,movie,The Longest Yard,The Longest Yard,1974,121,"Comedy,Crime,Drama",Pervis Atkins,tt0068934,tt0071034,tt0071054,7.1,en,"In this rough-and-tumble yarn, filmed on-location at the Georgia State Prison, the cons are the heroes and the guards are the heavies. Eddie Albert is the sadistic warden who'll gladly make any sacrifice to push his guards' semi-pro football team to a national championship.",11.453,1974-08-21,121.0,['en'],['Paramount'],GB,https://media.themoviedb.org/t/p/w220_and_h330_face/fejSpoFU4sq2g6n1JA2NY3KjRxW.jpg,in this roughandtumble yarn filmed onlocation at the georgia state prison the cons are the heroes and the guards are the heavies eddie albert is the sadistic warden wholl gladly make any sacrifice to push his guards semipro football team to a national championship
15683,tt0071797,movie,Mahler,Mahler,1974,115,"Biography,Drama,Music",Georgina Hale,tt0067038,tt0066858,tt0066993,7.0,en,Famed composer Gustav Mahler reflects on the tragedies of his life and failing marriage while traveling by train.,4.125,1974-04-04,115.0,"['en', 'it']","['Goodtimes Enterprises', 'Visual Programme Systems']",US,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%2Fid%2FOIP.RmTOmKj7CXV94QH65Et1vAHaHa%3Fpid%3DApi&f=1&ipt=aeb51eaa73fe1257b3706f09f7dad627fbade16f5469936c7346d411573f0d7f&ipo=images,famed composer gustav mahler reflects on the tragedies of his life and failing marriage while traveling by train
15687,tt0071803,movie,Mame,Mame,1974,132,"Comedy,Musical",Jane Connell,tt0098282,tt0057733,tt0066626,5.9,en,"Following the death of his father, an orphan is sent to live with his free-spirited aunt.",2.669,1974-03-07,132.0,['en'],['Warner Bros. Pictures'],US,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%2Fid%2FOIP.RmTOmKj7CXV94QH65Et1vAHaHa%3Fpid%3DApi&f=1&ipt=aeb51eaa73fe1257b3706f09f7dad627fbade16f5469936c7346d411573f0d7f&ipo=images,following the death of his father an orphan is sent to live with his freespirited aunt
15691,tt0071807,movie,The Man with the Golden Gun,The Man with the Golden Gun,1974,125,"Action,Adventure,Thriller",Yao Lin Chen,tt0078252,tt0076281,tt0092501,6.7,en,"Cool government operative James Bond searches for a stolen invention that can turn the sun's heat into a destructive weapon. He soon crosses paths with the menacing Francisco Scaramanga, a hitman so skilled he has a seven-figure working fee. Bond then joins forces with the swimsuit-clad Mary Goodnight, and together they track Scaramanga to a Thai tropical isle hideout where the killer-for-hire lures the slick spy into a deadly maze for a final duel.",22.76,1974-12-01,125.0,"['th', 'cn', 'en']","['United Artists', 'Eon Productions', 'Danjaq']",US,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%2Fid%2FOIP.RmTOmKj7CXV94QH65Et1vAHaHa%3Fpid%3DApi&f=1&ipt=aeb51eaa73fe1257b3706f09f7dad627fbade16f5469936c7346d411573f0d7f&ipo=images,cool government operative james bond searches for a stolen invention that can turn the suns heat into a destructive weapon he soon crosses paths with the menacing francisco scaramanga a hitman so skilled he has a sevenfigure working fee bond then joins forces with the swimsuitclad mary goodnight and together they track scaramanga to a thai tropical isle hideout where the killerforhire lures the slick spy into a deadly maze for a final duel
15699,tt0071824,movie,McQ,McQ,1974,111,"Action,Crime,Drama",Dick Friel,Pas de film,Pas de film,Pas de film,6.2,en,Police Lieutenant Lon McQ investigates the killing of his best friend and uncovers corrupt elements of the police department dealing in confiscated drugs.,6.934,1974-01-04,111.0,['en'],"['Batjac Productions', 'Warner Bros. Pictures']",US,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%2Fid%2FOIP.RmTOmKj7CXV94QH65Et1vAHaHa%3Fpid%3DApi&f=1&ipt=aeb51eaa73fe1257b3706f09f7dad627fbade16f5469936c7346d411573f0d7f&ipo=images,police lieutenant lon mcq investigates the killing of his best friend and uncovers corrupt elements of the police department dealing in confiscated drugs
15705,tt0071842,movie,The Middle of the World,Le milieu du monde,1974,115,"Drama,Romance",Michel Fidanza,tt0078080,tt0240805,tt0079548,7.0,fr,"Paul is married, a successful engineer, and a conservative candidate in an upcoming local election. He falls in love with Adriana, a café waitress from Italy. Paul's party is very critical of foreign labour and wants to keep Switzerland to the Swiss. Where Paul falls deeper and deeper into the relationship and is ready to leave his wife, Adriana feels the social pressure growing and has to make her own decision.",0.934,1974-09-11,115.0,['fr'],"['Citel Films', 'Action Films']",FR,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%2Fid%2FOIP.RmTOmKj7CXV94QH65Et1vAHaHa%3Fpid%3DApi&f=1&ipt=aeb51eaa73fe1257b3706f09f7dad627fbade16f5469936c7346d411573f0d7f&ipo=images,paul is married a successful engineer and a conservative candidate in an upcoming local election he falls in love with adriana a caf waitress from italy pauls party is very critical of foreign labour and wants to keep switzerland to the swiss where paul falls deeper and deeper into the relationship and is ready to leave his wife adriana feels the social pressure growing and has to make her own decision
15708,tt0071850,movie,Mixed Company,Mixed Company,1974,109,"Drama,Family",Rodney Hundley,tt0457303,tt5970800,tt0071071,5.7,en,"Kathy Morrison (Harris), mother of three, who helps run a ""color-blind"" adoption program, wants to have another biological child. Her husband, Pete (Bologna), the head coach of the Phoenix Suns, finds out he can't produce another child. Kathy thinks about adopting a boy, Frederic ""Freddie"" Wilcox, and Pete does not want to adopt a boy who happens to be black. When he relents, Freddie's arrival causes an upheaval in the Morrison's neighborhood, their school, and family. Kathy's answer is to adopt another child, in this case two, a war-traumatized half-Vietnamese girl, Quan Tran, and a Hopi boy, Joe. The new extended family must now learn to live together.",1.4,1974-10-18,109.0,['en'],['Llenroc Productions'],GB,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%2Fid%2FOIP.RmTOmKj7CXV94QH65Et1vAHaHa%3Fpid%3DApi&f=1&ipt=aeb51eaa73fe1257b3706f09f7dad627fbade16f5469936c7346d411573f0d7f&ipo=images,kathy morrison harris mother of three who helps run a colorblind adoption program wants to have another biological child her husband pete bologna the head coach of the phoenix suns finds out he cant produce another child kathy thinks about adopting a boy frederic freddie wilcox and pete does not want to adopt a boy who happens to be black when he relents freddies arrival causes an upheaval in the morrisons neighborhood their school and family kathys answer is to adopt another child in this case two a wartraumatized halfvietnamese girl quan tran and a hopi boy joe the new extended family must now learn to live together
15710,tt0071853,movie,Monty Python and the Holy Grail,Monty Python and the Holy Grail,1975,91,"Adventure,Comedy,Fantasy",Pino Caruso,tt0200026,tt9359512,tt0122513,8.2,en,"King Arthur, accompanied by his squire, recruits his Knights of the Round Table, including Sir Bedevere the Wise, Sir Lancelot the Brave, Sir Robin the Not-Quite-So-Brave-As-Sir-Lancelot and Sir Galahad the Pure. On the way, Arthur battles the Black Knight who, despite having had all his limbs chopped off, insists he can still fight. They reach Camelot, but Arthur decides not  to enter, as ""it is a silly place"".",21.19,1975-05-25,91.0,"['fr', 'la', 'en']","['Python (Monty) Pictures Limited', 'Michael White Productions', 'National Film Trustee Company']",US,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%2Fid%2FOIP.RmTOmKj7CXV94QH65Et1vAHaHa%3Fpid%3DApi&f=1&ipt=aeb51eaa73fe1257b3706f09f7dad627fbade16f5469936c7346d411573f0d7f&ipo=images,king arthur accompanied by his squire recruits his knights of the round table including sir bedevere the wise sir lancelot the brave sir robin the notquitesobraveassirlancelot and sir galahad the pure on the way arthur battles the black knight who despite having had all his limbs chopped off insists he can still fight they reach camelot but arthur decides not  to enter as it is a silly place
15746,tt0071857,movie,Moses and Aaron,Moses und Aron,1975,107,"Drama,Music",Jochen Ulrich,tt0877555,tt10964364,tt5641212,6.8,de,"A familiar Biblical tale transformed into a cinematic opera of seemingly endless possibility. In expressive, melodic tones, the fraternal pair debate God’s true message and intent for His creations, a conflict that leads their followers towards chaos and sin. Set almost entirely within a Roman amphitheater whose history lends every precise line-reading and gesture, every startling camera move and cut, a totalizing force.",1.058,1975-03-29,107.0,['de'],"['ORF', 'NEF Diffusion', 'HR', 'ARD']",FR,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%2Fid%2FOIP.RmTOmKj7CXV94QH65Et1vAHaHa%3Fpid%3DApi&f=1&ipt=aeb51eaa73fe1257b3706f09f7dad627fbade16f5469936c7346d411573f0d7f&ipo=images,a familiar biblical tale transformed into a cinematic opera of seemingly endless possibility in expressive melodic tones the fraternal pair debate gods true message and intent for his creations a conflict that leads their followers towards chaos and sin set almost entirely within a roman amphitheater whose history lends every precise linereading and gesture every startling camera move and cut a totalizing force
15748,tt0071877,movie,Murder on the Orient Express,Murder on the Orient Express,1974,128,"Crime,Drama,Mystery",Albert Finney,tt0195685,tt0319061,tt0066344,7.2,en,"In 1935, when his train is stopped by deep snow, detective Hercule Poirot is called on to solve a murder that occurred in his car the night before.",17.343,1974-11-22,128.0,"['sv', 'en', 'fr', 'de', 'tr', 'it']","['EMI Films', 'G.W. Films', 'Paramount', 'Agatha Christie Limited']",US,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%2Fid%2FOIP.RmTOmKj7CXV94QH65Et1vAHaHa%3Fpid%3DApi&f=1&ipt=aeb51eaa73fe1257b3706f09f7dad627fbade16f5469936c7346d411573f0d7f&ipo=images,in  when his train is stopped by deep snow detective hercule poirot is called on to solve a murder that occurred in his car the night before
15762,tt0071949,movie,Orderers,Les ordres,1974,109,"Drama,History",Bernard Lalonde,tt0132036,tt0083592,tt0202655,8.0,fr,A fact-based account of ordinary citizens who found themselves arrested and imprisoned without charge for weeks during the October Crisis in 1970 Quebec.,1.143,1974-09-27,109.0,"['en', 'fr']","['Canadian Film Development Corporation (CFDC)', 'Les Productions Prisma']",FR,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%2Fid%2FOIP.RmTOmKj7CXV94QH65Et1vAHaHa%3Fpid%3DApi&f=1&ipt=aeb51eaa73fe1257b3706f09f7dad627fbade16f5469936c7346d411573f0d7f&ipo=images,a factbased account of ordinary citizens who found themselves arrested and imprisoned without charge for weeks during the october crisis in  quebec
15767,tt0071964,movie,La Paloma,La Paloma,1974,112,"Drama,Fantasy,Romance",Gottfried Hüngsberg,tt0064536,tt0070904,tt0065808,6.6,de,"Nightclub singer La Paloma succumbs to the persistent courting of a chubby rich admirer and marries him. Before the marriage, she was thought to be dying, but soon she is well. She believes her husband's love has cured her, but her efforts to love him begin to fade as she discovers true love with her husband's old school friend.",1.294,1974-08-28,112.0,['de'],"['Citel Films', 'Les Films du Losange', 'Artco-Film']",FR,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%2Fid%2FOIP.RmTOmKj7CXV94QH65Et1vAHaHa%3Fpid%3DApi&f=1&ipt=aeb51eaa73fe1257b3706f09f7dad627fbade16f5469936c7346d411573f0d7f&ipo=images,nightclub singer la paloma succumbs to the persistent courting of a chubby rich admirer and marries him before the marriage she was thought to be dying but soon she is well she believes her husbands love has cured her but her efforts to love him begin to fade as she discovers true love with her husbands old school friend
15768,tt0071974,movie,The Wonderful Crook,Pas si méchant que ça,1975,112,"Crime,Drama,Romance",Martine Paschoud,tt0179206,tt0350484,tt0252904,6.3,fr,A manufacturer of furniture sees his business go down and decides to rob banks to pay his staff. Het gets romantically involved with one of his victims.,1.4,1974-01-01,112.0,['fr'],"['Artco Films', 'Citel Films']",US,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%2Fid%2FOIP.RmTOmKj7CXV94QH65Et1vAHaHa%3Fpid%3DApi&f=1&ipt=aeb51eaa73fe1257b3706f09f7dad627fbade16f5469936c7346d411573f0d7f&ipo=images,a manufacturer of furniture sees his business go down and decides to rob banks to pay his staff het gets romantically involved with one of his victims
