,tconst,titleType,primaryTitle,originalTitle,startYear,runtimeMinutes,genres_x,primaryName,film_2,film_3,film_4,averageRating,original_language,overview,popularity,release_date,runtime,spoken_languages,production_companies_name,region,poster_ok,clean_overview
41666,tt0102005,movie,Harley Davidson and the Marlboro Man,Harley Davidson and the Marlboro Man,1991,98,"Action,Crime,Drama",Stan Chambers,tt0118214,tt0052378,tt0464855,6.1,en,"It's the lawless future, and renegade biker Harley Davidson and his surly cowboy buddy, Marlboro, learn that a corrupt bank is about to foreclose on their friend's bar to further an expanding empire. Harley and Marlboro decide to help by robbing the crooked bank. But when they accidentally filch a drug shipment, they find themselves on the run from criminal financiers and the mob in this rugged action adventure.",10.941,1991-08-23,98.0,['en'],"['Krisjair', 'Laredo', 'Metro-Goldwyn-Mayer']",US,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%2Fid%2FOIP.RmTOmKj7CXV94QH65Et1vAHaHa%3Fpid%3DApi&f=1&ipt=aeb51eaa73fe1257b3706f09f7dad627fbade16f5469936c7346d411573f0d7f&ipo=images,its the lawless future and renegade biker harley davidson and his surly cowboy buddy marlboro learn that a corrupt bank is about to foreclose on their friends bar to further an expanding empire harley and marlboro decide to help by robbing the crooked bank but when they accidentally filch a drug shipment they find themselves on the run from criminal financiers and the mob in this rugged action adventure
41684,tt0102034,movie,Highlander II: The Quickening,Highlander II: The Quickening,1991,91,"Action,Adventure,Drama",Peter Bellwood,tt0091203,tt0317084,tt0118379,4.2,en,"In the year 2024, the ozone layer is believed to have been destroyed. It is up to MacLeod and Rameriz to set things right. Opposition comes from both the planet Ziest (MacLeod and Ramirez's homeworld) and a corporation profiting from the supposed lack of ozone. Also, flashbacks show the story behind MacLeod and Ramirez's exile from Ziest.",10.751,1991-01-13,109.0,['en'],"['Davis-Panzer Productions', 'Harat Investments', 'Lamb Bear Entertainment', 'Interstar']",US,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%2Fid%2FOIP.RmTOmKj7CXV94QH65Et1vAHaHa%3Fpid%3DApi&f=1&ipt=aeb51eaa73fe1257b3706f09f7dad627fbade16f5469936c7346d411573f0d7f&ipo=images,in the year  the ozone layer is believed to have been destroyed it is up to macleod and rameriz to set things right opposition comes from both the planet ziest macleod and ramirezs homeworld and a corporation profiting from the supposed lack of ozone also flashbacks show the story behind macleod and ramirezs exile from ziest
41754,tt0102045,movie,The Hitman,The Hitman,1991,95,"Action,Crime,Thriller",Jeffrey Barmash,tt0115737,tt0100926,tt1612546,5.3,en,"After surviving an attempt on his life by his former partner, officer Cliff Garrett (Norris) exacts revenge on those who wronged him by going undercover as a hit man. He works to gain the reputation and trust needed in order to be accepted by the burgeoning Seattle-area criminal underworld, but it is all done in order to take it down from within.",6.733,1991-05-01,95.0,['en'],"['Twilight Motion Picture Seven Ltd. Partnership', 'Cannon Group']",US,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%2Fid%2FOIP.RmTOmKj7CXV94QH65Et1vAHaHa%3Fpid%3DApi&f=1&ipt=aeb51eaa73fe1257b3706f09f7dad627fbade16f5469936c7346d411573f0d7f&ipo=images,after surviving an attempt on his life by his former partner officer cliff garrett norris exacts revenge on those who wronged him by going undercover as a hit man he works to gain the reputation and trust needed in order to be accepted by the burgeoning seattlearea criminal underworld but it is all done in order to take it down from within
41758,tt0102048,movie,Homicide,Homicide,1991,102,"Crime,Mystery,Thriller",J.S. Block,tt0100211,Pas de film,Pas de film,6.9,en,A Jewish homicide detective investigates a seemingly minor murder and falls in with a Zionist group as a result.,7.423,1991-05-28,102.0,"['yi', 'en']","['Bison Films', 'Pressman Film', 'Cinehaus']",US,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%2Fid%2FOIP.RmTOmKj7CXV94QH65Et1vAHaHa%3Fpid%3DApi&f=1&ipt=aeb51eaa73fe1257b3706f09f7dad627fbade16f5469936c7346d411573f0d7f&ipo=images,a jewish homicide detective investigates a seemingly minor murder and falls in with a zionist group as a result
41762,tt0102059,movie,Hot Shots!,Hot Shots!,1991,85,"Action,Comedy",Eugene Greytak,tt0110622,tt0105417,tt0090390,6.7,en,"The gang that created Airplane and The Naked Gun sets its sights on Top Gun in this often hilarious spoof starring Charlie Sheen, who previously only inspired laughs with his personal life. He plays Topper Harley, a fighter pilot with an ax to grind: clearing the family name. He gets involved in a relationship with Valerie Golino, a woman with an unusually talented stomach. But his mission is to avenge his father. Lloyd Bridges, late in his career, revealed an aptitude for this kind of silliness, here as a commander who is both incredibly dim and delightfully accident prone. Directed by Jim Abrahams, the film makes fun of a variety of other films as well, from Dances with Wolves to The Fabulous Baker Boys. It was so successful that they all returned in the sequel, Hot Shots! Part Deux.",23.042,1991-07-31,84.0,['en'],['20th Century Fox'],US,https://media.themoviedb.org/t/p/w220_and_h330_face/hoPS7RSvdZhZhWf28OfP2IZ0cb3.jpg,the gang that created airplane and the naked gun sets its sights on top gun in this often hilarious spoof starring charlie sheen who previously only inspired laughs with his personal life he plays topper harley a fighter pilot with an ax to grind clearing the family name he gets involved in a relationship with valerie golino a woman with an unusually talented stomach but his mission is to avenge his father lloyd bridges late in his career revealed an aptitude for this kind of silliness here as a commander who is both incredibly dim and delightfully accident prone directed by jim abrahams the film makes fun of a variety of other films as well from dances with wolves to the fabulous baker boys it was so successful that they all returned in the sequel hot shots part deux
41769,tt0102070,movie,Hudson Hawk,Hudson Hawk,1991,100,"Action,Adventure,Comedy",Massimo Ciprari,tt0092115,tt0092906,tt0083024,5.7,en,"Eddie Hawkins, called Hudson Hawk has just been released from ten years of prison and is planning to spend the rest of his life honestly. But then the crazy Mayflower couple blackmail him to steal some of the works of Leonardo da Vinci. If he refuses, they threaten to kill his friend Tommy.",14.446,1991-05-23,100.0,"['en', 'it']","['TriStar Pictures', 'Silver Pictures']",US,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%2Fid%2FOIP.RmTOmKj7CXV94QH65Et1vAHaHa%3Fpid%3DApi&f=1&ipt=aeb51eaa73fe1257b3706f09f7dad627fbade16f5469936c7346d411573f0d7f&ipo=images,eddie hawkins called hudson hawk has just been released from ten years of prison and is planning to spend the rest of his life honestly but then the crazy mayflower couple blackmail him to steal some of the works of leonardo da vinci if he refuses they threaten to kill his friend tommy
41776,tt0102116,movie,The Indian Runner,The Indian Runner,1991,127,Drama,Kenny Stabler,tt0099998,tt0092400,tt0227972,6.9,en,"Two brothers cannot overcome their opposite perceptions of life. One brother sees and feels bad in everyone and everything, subsequently he is violent, antisocial and unable to appreciate or enjoy the good things which his brother desperately tries to point out to him.",10.355,1991-09-20,127.0,['en'],"['NHK', 'Mico', 'Mount Film Group', 'Metro-Goldwyn-Mayer']",US,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%2Fid%2FOIP.RmTOmKj7CXV94QH65Et1vAHaHa%3Fpid%3DApi&f=1&ipt=aeb51eaa73fe1257b3706f09f7dad627fbade16f5469936c7346d411573f0d7f&ipo=images,two brothers cannot overcome their opposite perceptions of life one brother sees and feels bad in everyone and everything subsequently he is violent antisocial and unable to appreciate or enjoy the good things which his brother desperately tries to point out to him
41780,tt0102138,movie,JFK,JFK,1991,189,"Drama,History,Thriller",Alec Gifford,tt0112818,tt1148671,Pas de film,8.0,en,Follows the investigation into the assassination of President John F. Kennedy led by New Orleans district attorney Jim Garrison.,14.211,1991-12-20,189.0,"['en', 'es']","['Ixtlan Productions', 'Warner Bros. Pictures', 'Canal+', 'Regency Enterprises', 'Alcor Films', 'Camelot Pictures']",FR,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%2Fid%2FOIP.RmTOmKj7CXV94QH65Et1vAHaHa%3Fpid%3DApi&f=1&ipt=aeb51eaa73fe1257b3706f09f7dad627fbade16f5469936c7346d411573f0d7f&ipo=images,follows the investigation into the assassination of president john f kennedy led by new orleans district attorney jim garrison
41822,tt0102181,movie,Kafka,Kafka,1991,98,"Drama,Mystery,Sci-Fi",Josef Sebek,tt0213322,tt0109071,tt0107677,6.8,en,"Kafka, an insurance worker gets embroiled in an underground group after a co-worker is murdered. The underground group is responsible for bombings all over town, attempting to thwart a secret organization that controls the major events in society. He eventually penetrates the secret organization and must confront them.",6.56,1991-11-15,98.0,['en'],"['Renn Productions', 'Baltimore Pictures', 'Pricel']",FR,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%2Fid%2FOIP.RmTOmKj7CXV94QH65Et1vAHaHa%3Fpid%3DApi&f=1&ipt=aeb51eaa73fe1257b3706f09f7dad627fbade16f5469936c7346d411573f0d7f&ipo=images,kafka an insurance worker gets embroiled in an underground group after a coworker is murdered the underground group is responsible for bombings all over town attempting to thwart a secret organization that controls the major events in society he eventually penetrates the secret organization and must confront them
41826,tt0102187,movie,Karate Cop,Karate Cop,1991,90,"Action,Sci-Fi",D.W. Landingham,tt0100291,tt1247639,tt0310064,2.9,en,John Travis is the last honest cop in a future dominated by terroristic martial-arts gangs who fight gladiator-style in arenas.,0.775,1991-09-14,90.0,['en'],['Romarc Inc'],US,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%2Fid%2FOIP.RmTOmKj7CXV94QH65Et1vAHaHa%3Fpid%3DApi&f=1&ipt=aeb51eaa73fe1257b3706f09f7dad627fbade16f5469936c7346d411573f0d7f&ipo=images,john travis is the last honest cop in a future dominated by terroristic martialarts gangs who fight gladiatorstyle in arenas
41833,tt0102205,movie,Kid,Kid,1990,91,"Action,Thriller",Caesar Paul Del Trecco,tt0097190,Pas de film,Pas de film,6.2,en,"A young man (the 'Kid') returns to the small town where his parents were murdered when he was a boy. He's there for revenge. Locals Kate and Louie befriend him, much to the annoyance of some of the town folk.",1.306,1990-11-02,91.0,['en'],['Tapestry Films'],US,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%2Fid%2FOIP.RmTOmKj7CXV94QH65Et1vAHaHa%3Fpid%3DApi&f=1&ipt=aeb51eaa73fe1257b3706f09f7dad627fbade16f5469936c7346d411573f0d7f&ipo=images,a young man the kid returns to the small town where his parents were murdered when he was a boy hes there for revenge locals kate and louie befriend him much to the annoyance of some of the town folk
